title,author,published_year,language,subjects,cover,content
die plakette der medizinischen fakultät der universität frankfurt am main,werner gross,1990,german,"universität frankfurt am main. -- medizinische fakultät, medicine -- germany -- frankfurt am main -- awards., medicine -- germany -- frankfurt am main -- medals.",https://covers.openlibrary.org/b/id/5427191-L.jpg,title: die plakette der medizinischen fakultät der universität frankfurt am main. title: die plakette der medizinischen fakultät der universität frankfurt am main. author: werner gross. author: werner gross. subjects: universität frankfurt am main. -- medizinische fakultät  medicine -- germany -- frankfurt am main -- awards.  medicine -- germany -- frankfurt am main -- medals.
editorial excellence in business press publishing,albert n. greco,1990,english,"business., business writing -- awards.",https://covers.openlibrary.org/b/id/13078471-L.jpg,title: editorial excellence in business press publishing. title: editorial excellence in business press publishing. author: albert n. greco. author: albert n. greco. subjects: business.  business writing -- awards.
innovating america,fred jordan,1990,english,"state governments -- united states -- awards., local government -- united states -- awards.",https://covers.openlibrary.org/b/id/10287147-L.jpg,title: innovating america. title: innovating america. author: fred jordan. author: fred jordan. subjects: state governments -- united states -- awards.  local government -- united states -- awards.
massachusetts black legislative caucus twelfth annual awards fundraiser,"massachusetts black legislative caucus. (12th 1990 april 27 boston, mass.)",1990,english,"massachusetts black legislative caucus, awards, legislative bills, african american legislators",https://covers.openlibrary.org/b/id/9623770-L.jpg,title: massachusetts black legislative caucus twelfth annual awards fundraiser. title: massachusetts black legislative caucus twelfth annual awards fundraiser. author: massachusetts black legislative caucus. (12th 1990 april 27 boston  mass.). author: massachusetts black legislative caucus. (12th 1990 april 27 boston  mass.). subjects: massachusetts black legislative caucus  awards  legislative bills  african american legislators
national honor awards for facility excellence,united states postal service,1990,english,"buildings, post office buildings, design and construction, awards, united states postal service",https://covers.openlibrary.org/b/id/11902214-L.jpg,title: national honor awards for facility excellence. title: national honor awards for facility excellence. author: united states postal service. author: united states postal service. subjects: buildings  post office buildings  design and construction  awards  united states postal service
presidential design awards 1988,nicholas backlund,1990,english,"design, awards, architectural design, public buildings, city planning, landscape architecture, industrial design, engineering, graphic arts, interior decoration",https://covers.openlibrary.org/b/id/11911743-L.jpg,title: presidential design awards 1988. title: presidential design awards 1988. author: nicholas backlund. author: nicholas backlund. subjects: design  awards  architectural design  public buildings  city planning  landscape architecture  industrial design  engineering  graphic arts  interior decoration
print's best logos & symbols 2,"tom goss, andrew kner, thomas guarnieri",1990,english,"commercial art -- united states -- awards., logography -- awards., signs and symbols -- united states -- awards.",https://covers.openlibrary.org/b/id/4789009-L.jpg,title: print's best logos & symbols 2. title: print's best logos & symbols 2. author: tom goss  andrew kner  thomas guarnieri. author: tom goss  andrew kner  thomas guarnieri. subjects: commercial art -- united states -- awards.  logography -- awards.  signs and symbols -- united states -- awards.
rock and roll hall of fame 1990,rock and roll hall of fame foundation,1990,english,"kinks (musical group), platters (musical group), who (musical group), rock and roll hall of fame foundation, simon and garfunkel, history and criticism, musicians, awards, four seasons (musical group), rock music, four tops (musical group), biography",https://covers.openlibrary.org/b/id/9531446-L.jpg,title: rock and roll hall of fame 1990. title: rock and roll hall of fame 1990. author: rock and roll hall of fame foundation. author: rock and roll hall of fame foundation. subjects: kinks (musical group)  platters (musical group)  who (musical group)  rock and roll hall of fame foundation  simon and garfunkel  history and criticism  musicians  awards  four seasons (musical group)  rock music  four tops (musical group)  biography
the nobel prize winners.,frank n. magill,1990,english,"chemistry -- awards -- juvenile literature, nobel prizes -- juvenile literature",https://covers.openlibrary.org/b/id/8314233-L.jpg,title: the nobel prize winners.. title: the nobel prize winners.. author: frank n. magill. author: frank n. magill. subjects: chemistry -- awards -- juvenile literature  nobel prizes -- juvenile literature
the words of peace,irwin abrams,1990,english,"peace., peace -- awards., nobel prizes.",https://covers.openlibrary.org/b/id/779076-L.jpg,title: the words of peace. title: the words of peace. author: irwin abrams. author: irwin abrams. subjects: peace.  peace -- awards.  nobel prizes.
masters of the crafts,"stephen inglis, kristin rothschild",1989,english,"reference, crafts / hobbies",https://covers.openlibrary.org/b/id/8334403-L.jpg,title: masters of the crafts. title: masters of the crafts. author: stephen inglis  kristin rothschild. author: stephen inglis  kristin rothschild. subjects: reference  crafts / hobbies
naturforscher und gestalter der technik,dieter kind,1989,german,"technology -- history., engineering -- awards -- germany., science -- awards -- germany.",https://covers.openlibrary.org/b/id/8386013-L.jpg,title: naturforscher und gestalter der technik. title: naturforscher und gestalter der technik. author: dieter kind. author: dieter kind. subjects: technology -- history.  engineering -- awards -- germany.  science -- awards -- germany.
prizewinning literature,anne strachan,1989,english,"english literature -- 20th century -- bibliography., best books -- great britain., literary prizes -- great britain., english literature -- awards.",https://covers.openlibrary.org/b/id/4041728-L.jpg,title: prizewinning literature. title: prizewinning literature. author: anne strachan. author: anne strachan. subjects: english literature -- 20th century -- bibliography.  best books -- great britain.  literary prizes -- great britain.  english literature -- awards.
the booker book,simon brett,1989,english,"commonwealth fiction (english) -- history and criticism., english fiction -- 20th century -- history and criticism., commonwealth fiction (english) -- awards -- history., english fiction -- 20th century -- awards -- history., booker prize -- history.",https://covers.openlibrary.org/b/id/4041987-L.jpg,title: the booker book. title: the booker book. author: simon brett. author: simon brett. subjects: commonwealth fiction (english) -- history and criticism.  english fiction -- 20th century -- history and criticism.  commonwealth fiction (english) -- awards -- history.  english fiction -- 20th century -- awards -- history.  booker prize -- history.
the fourth annual induction dinner,rock and roll hall of fame foundation,1989,english,"rolling stones, temptations (musical group), soul stirrers (musical group), history and criticism, rock and roll hall of fame foundation, musicians, awards, rock music, ink spots (musical group), biography",https://covers.openlibrary.org/b/id/8326217-L.jpg,title: the fourth annual induction dinner. title: the fourth annual induction dinner. author: rock and roll hall of fame foundation. author: rock and roll hall of fame foundation. subjects: rolling stones  temptations (musical group)  soul stirrers (musical group)  history and criticism  rock and roll hall of fame foundation  musicians  awards  rock music  ink spots (musical group)  biography
the nasa space medals,evans e. kerrigan,1989,english,"united states. national aeronautics and space administration -- medals., united states. national aeronautics and space administration -- awards., astronautics -- medals -- united states., astronautics -- awards -- united states.",https://covers.openlibrary.org/b/id/13461068-L.jpg,title: the nasa space medals. title: the nasa space medals. author: evans e. kerrigan. author: evans e. kerrigan. subjects: united states. national aeronautics and space administration -- medals.  united states. national aeronautics and space administration -- awards.  astronautics -- medals -- united states.  astronautics -- awards -- united states.
training in population,united nations. department of technical cooperation for development,1989,english,"demography -- scholarships, fellowships, etc. -- evaluation., population -- study and teaching., demographers.",https://covers.openlibrary.org/b/id/4046196-L.jpg,title: training in population. title: training in population. author: united nations. department of technical cooperation for development. author: united nations. department of technical cooperation for development. subjects: demography -- scholarships  fellowships  etc. -- evaluation.  population -- study and teaching.  demographers.
variety's directory of major u.s. show business awards,mike kaplan,1989,english,performing arts -- awards -- united states.,https://covers.openlibrary.org/b/id/13056277-L.jpg,title: variety's directory of major u.s. show business awards. title: variety's directory of major u.s. show business awards. author: mike kaplan. author: mike kaplan. subjects: performing arts -- awards -- united states.
a new brooklyn museum,joan darragh,1988,english,"brooklyn museum, arata isozaki & associates -- awards, james stewart polshek and partners -- awards, art museums -- new york (state) -- new york -- designs and plans, architecture -- new york (state) -- new york -- competitions",https://covers.openlibrary.org/b/id/8168522-L.jpg,title: a new brooklyn museum. title: a new brooklyn museum. author: joan darragh. author: joan darragh. subjects: brooklyn museum  arata isozaki & associates -- awards  james stewart polshek and partners -- awards  art museums -- new york (state) -- new york -- designs and plans  architecture -- new york (state) -- new york -- competitions
der deutsche jugendliteraturpreis,klaus doderer,1988,german,"young adult literature, german -- awards., young adult literature, german -- history and criticism., german literature -- 20th century -- history and criticism., youth -- books and reading -- germany -- history -- 20th century.",https://covers.openlibrary.org/b/id/4078457-L.jpg,title: der deutsche jugendliteraturpreis. title: der deutsche jugendliteraturpreis. author: klaus doderer. author: klaus doderer. subjects: young adult literature  german -- awards.  young adult literature  german -- history and criticism.  german literature -- 20th century -- history and criticism.  youth -- books and reading -- germany -- history -- 20th century.
"the pulitzer prizes, 1987 (pulitzer prizes)",kendall j. wills,1988,english,"non-classifiable, american journalism, literature - classics / criticism, sociology",https://covers.openlibrary.org/b/id/8284751-L.jpg,title: the pulitzer prizes  1987 (pulitzer prizes). title: the pulitzer prizes  1987 (pulitzer prizes). author: kendall j. wills. author: kendall j. wills. subjects: non-classifiable  american journalism  literature - classics / criticism  sociology
the third annual rock & roll hall of fame induction dinner,rock and roll hall of fame foundation,1988,english,"supremes (musical group), beatles, rock and roll hall of fame foundation, history and criticism, beach boys, rock musicians, awards, drifters (musical group), rock music, biography",https://covers.openlibrary.org/b/id/10018469-L.jpg,title: the third annual rock & roll hall of fame induction dinner. title: the third annual rock & roll hall of fame induction dinner. author: rock and roll hall of fame foundation. author: rock and roll hall of fame foundation. subjects: supremes (musical group)  beatles  rock and roll hall of fame foundation  history and criticism  beach boys  rock musicians  awards  drifters (musical group)  rock music  biography
how to start and promote a safety award program,matthew j. key,1987,english,industrial safety -- awards.,https://covers.openlibrary.org/b/id/1690726-L.jpg,title: how to start and promote a safety award program. title: how to start and promote a safety award program. author: matthew j. key. author: matthew j. key. subjects: industrial safety -- awards.
leading the way,massachusetts. general court. joint committee on education. special commission on reach and school improvement councils,1987,english,"educational change, school improvement programs, massachusetts, awards",https://covers.openlibrary.org/b/id/9535450-L.jpg,title: leading the way. title: leading the way. author: massachusetts. general court. joint committee on education. special commission on reach and school improvement councils. author: massachusetts. general court. joint committee on education. special commission on reach and school improvement councils. subjects: educational change  school improvement programs  massachusetts  awards
"liste des prix offerts à l'exposition provinciale, agricole & industrielle","exposition agricole et industrielle de la province de québec (1873 montréal, québec)",1987,french,agricultural exhibitions -- québec (province) -- awards.,https://covers.openlibrary.org/b/id/7145682-L.jpg,title: liste des prix offerts à l'exposition provinciale  agricole & industrielle. title: liste des prix offerts à l'exposition provinciale  agricole & industrielle. author: exposition agricole et industrielle de la province de québec (1873 montréal  québec). author: exposition agricole et industrielle de la province de québec (1873 montréal  québec). subjects: agricultural exhibitions -- québec (province) -- awards.
marks of achievement,david b. warren,1987,english,"silverwork -- united states -- history -- exhibitions., awards -- united states -- exhibitions.",https://covers.openlibrary.org/b/id/8489987-L.jpg,title: marks of achievement. title: marks of achievement. author: david b. warren. author: david b. warren. subjects: silverwork -- united states -- history -- exhibitions.  awards -- united states -- exhibitions.
"new brunswick society for the encouragement of agriculture, home manufactures, and commerce throughout the province","new brunswick society for the encouragement of agriculture, home manufactures, and commerce throughout the province",1987,english,"new brunswick provincial exhibition (1852 : fredericton, n.b.) -- awards., exhibitions -- new brunswick -- fredericton -- awards.",https://covers.openlibrary.org/b/id/7162388-L.jpg,title: new brunswick society for the encouragement of agriculture  home manufactures  and commerce throughout the province. title: new brunswick society for the encouragement of agriculture  home manufactures  and commerce throughout the province. author: new brunswick society for the encouragement of agriculture  home manufactures  and commerce throughout the province. author: new brunswick society for the encouragement of agriculture  home manufactures  and commerce throughout the province. subjects: new brunswick provincial exhibition (1852 : fredericton  n.b.) -- awards.  exhibitions -- new brunswick -- fredericton -- awards.
spirit of enterprise,david william reed,1987,english,"general, awards, prizes (general), business / economics / finance, awards, inventions, science, business/economics",https://covers.openlibrary.org/b/id/8041947-L.jpg,title: spirit of enterprise. title: spirit of enterprise. author: david william reed. author: david william reed. subjects: general  awards  prizes (general)  business / economics / finance  awards  inventions  science  business/economics
the nobel population 1901-1937,elisabeth t. crawford,1987,english,"nobelstiftelsen -- history., physics -- awards -- history., chemistry -- awards -- history., nobel prizes -- history.",https://covers.openlibrary.org/b/id/4129696-L.jpg,title: the nobel population 1901-1937. title: the nobel population 1901-1937. author: elisabeth t. crawford. author: elisabeth t. crawford. subjects: nobelstiftelsen -- history.  physics -- awards -- history.  chemistry -- awards -- history.  nobel prizes -- history.
the pulitzer prizes,kendall j. wills,1987,english,"pulitzer prizes, journalism, awards",https://covers.openlibrary.org/b/id/6823771-L.jpg,title: the pulitzer prizes. title: the pulitzer prizes. author: kendall j. wills. author: kendall j. wills. subjects: pulitzer prizes  journalism  awards
the second annual rock and roll hall of fame induction dinner,rock and roll hall of fame foundation,1987,english,"rock and roll hall of fame foundation, history and criticism, musicians, awards, rock music, coasters (musical group), biography",https://covers.openlibrary.org/b/id/10004011-L.jpg,title: the second annual rock and roll hall of fame induction dinner. title: the second annual rock and roll hall of fame induction dinner. author: rock and roll hall of fame foundation. author: rock and roll hall of fame foundation. subjects: rock and roll hall of fame foundation  history and criticism  musicians  awards  rock music  coasters (musical group)  biography
[circulaire],louis perrault & cie.,1986,french,"louis perrault & cie., printers -- quebec (province)., printers -- awards.",https://covers.openlibrary.org/b/id/7145690-L.jpg,title: [circulaire]. title: [circulaire]. author: louis perrault & cie.. author: louis perrault & cie.. subjects: louis perrault & cie.  printers -- quebec (province).  printers -- awards.
exposition scolaire de la province de québec,exposition scolaire (1880 : québec),1986,french,"education -- awards., awards -- québec (province).",https://covers.openlibrary.org/b/id/7102025-L.jpg,title: exposition scolaire de la province de québec. title: exposition scolaire de la province de québec. author: exposition scolaire (1880 : québec). author: exposition scolaire (1880 : québec). subjects: education -- awards.  awards -- québec (province).
great library promotion ideas ii,"ann h. eastman, evelyn shaevel",1986,english,"library, archive & information management, library public relations, john cotton dana library public relations award, libraries, libraries and community, public relations, united states",https://covers.openlibrary.org/b/id/13067869-L.jpg,title: great library promotion ideas ii. title: great library promotion ideas ii. author: ann h. eastman  evelyn shaevel. author: ann h. eastman  evelyn shaevel. subjects: library  archive & information management  library public relations  john cotton dana library public relations award  libraries  libraries and community  public relations  united states
in the realms of gold,keith barker,1986,english,"carnegie medal -- history., children's literature, english -- awards -- history., children -- books and reading -- great britain., literary prizes -- great britain -- history.",https://covers.openlibrary.org/b/id/13239449-L.jpg,title: in the realms of gold. title: in the realms of gold. author: keith barker. author: keith barker. subjects: carnegie medal -- history.  children's literature  english -- awards -- history.  children -- books and reading -- great britain.  literary prizes -- great britain -- history.
"mary and jim semans, north carolinians",w. kenneth goodson,1986,english,"semans, mary duke biddle trent., semans, james h., awards -- north carolina.",https://covers.openlibrary.org/b/id/7233403-L.jpg,title: mary and jim semans  north carolinians. title: mary and jim semans  north carolinians. author: w. kenneth goodson. author: w. kenneth goodson. subjects: semans  mary duke biddle trent.  semans  james h.  awards -- north carolina.
prix offerts par la société d'agriculture de québec,société d'agriculture de québec.,1986,french,"société d'agriculture de québec., agricultural exhibitions -- québec (province) -- awards.",https://covers.openlibrary.org/b/id/7095641-L.jpg,title: prix offerts par la société d'agriculture de québec. title: prix offerts par la société d'agriculture de québec. author: société d'agriculture de québec.. author: société d'agriculture de québec.. subjects: société d'agriculture de québec.  agricultural exhibitions -- québec (province) -- awards.
"tony, grammy, emmy, country",don franks,1986,english,performing arts -- awards -- united states.,https://covers.openlibrary.org/b/id/4151381-L.jpg,title: tony  grammy  emmy  country. title: tony  grammy  emmy  country. author: don franks. author: don franks. subjects: performing arts -- awards -- united states.
best in annual reports (best in annual reports),rose deneve,1985,english,"corporate finance, business / economics / finance",https://covers.openlibrary.org/b/id/12453955-L.jpg,title: best in annual reports (best in annual reports). title: best in annual reports (best in annual reports). author: rose deneve. author: rose deneve. subjects: corporate finance  business / economics / finance
premiums offered by the quebec agricultural society,quebec agricultural society.,1985,english,"agriculture -- societies, etc. -- québec (province).",https://covers.openlibrary.org/b/id/7096959-L.jpg,title: premiums offered by the quebec agricultural society. title: premiums offered by the quebec agricultural society. author: quebec agricultural society.. author: quebec agricultural society.. subjects: agriculture -- societies  etc. -- québec (province).
presentation pieces and trophies from the henry birks collection of canadian silver,ross allan c. fox,1985,english,"henry birks & sons limited -- art collections, silverwork -- canada -- history -- 19th century, silverwork -- canada -- history -- 20th century, silverwork -- private collections -- canada, awards -- canada",https://covers.openlibrary.org/b/id/8562865-L.jpg,title: presentation pieces and trophies from the henry birks collection of canadian silver. title: presentation pieces and trophies from the henry birks collection of canadian silver. author: ross allan c. fox. author: ross allan c. fox. subjects: henry birks & sons limited -- art collections  silverwork -- canada -- history -- 19th century  silverwork -- canada -- history -- 20th century  silverwork -- private collections -- canada  awards -- canada
primary awards galore (teacher time-savers ser.),armstrong b.,1985,english,"activities, family / parenting / childbirth, children: grades 1-2",https://covers.openlibrary.org/b/id/12644592-L.jpg,title: primary awards galore (teacher time-savers ser.). title: primary awards galore (teacher time-savers ser.). author: armstrong b.. author: armstrong b.. subjects: activities  family / parenting / childbirth  children: grades 1-2
prix offerts par la société d'agriculture de québec,société d'agriculture de québec.,1985,french,"quebec agricultural society., agricultural exhibitions -- québec (province) -- awards.",https://covers.openlibrary.org/b/id/7093636-L.jpg,title: prix offerts par la société d'agriculture de québec. title: prix offerts par la société d'agriculture de québec. author: société d'agriculture de québec.. author: société d'agriculture de québec.. subjects: quebec agricultural society.  agricultural exhibitions -- québec (province) -- awards.
the pursuit of excellence,richard shears,1985,english,"awards -- australia., australia -- biography.",https://covers.openlibrary.org/b/id/8444325-L.jpg,title: the pursuit of excellence. title: the pursuit of excellence. author: richard shears. author: richard shears. subjects: awards -- australia.  australia -- biography.
variety presents the complete book of major u.s. show business awards,mike kaplan,1985,english,performing arts -- awards -- united states.,https://covers.openlibrary.org/b/id/4731714-L.jpg,title: variety presents the complete book of major u.s. show business awards. title: variety presents the complete book of major u.s. show business awards. author: mike kaplan. author: mike kaplan. subjects: performing arts -- awards -- united states.
"winners of the first presidential awards for design excellence, january 30, 1985",national endowment for the arts. design arts program,1985,english,"design, awards, architectural design, public buildings, city planning, landscape architecture, industrial design, engineering, graphic arts, interior decoration",https://covers.openlibrary.org/b/id/11939639-L.jpg,title: winners of the first presidential awards for design excellence  january 30  1985. title: winners of the first presidential awards for design excellence  january 30  1985. author: national endowment for the arts. design arts program. author: national endowment for the arts. design arts program. subjects: design  awards  architectural design  public buildings  city planning  landscape architecture  industrial design  engineering  graphic arts  interior decoration
"""les prix de rome""",ecole nationale supérieure des beaux-arts (france),1984,french,"académique royale d'architecture (france) -- awards., architectural drawing -- 18th century -- awards -- france., prix de rome.",https://covers.openlibrary.org/b/id/2157743-L.jpg,"title: ""les prix de rome"". title: ""les prix de rome"". author: ecole nationale supérieure des beaux-arts (france). author: ecole nationale supérieure des beaux-arts (france). subjects: académique royale d'architecture (france) -- awards.  architectural drawing -- 18th century -- awards -- france.  prix de rome."
a pictorial history of the canadian film awards,maria topalovich,1984,english,"motion pictures -- canada -- awards, motion pictures -- canada -- plots, themes, etc, genie awards",https://covers.openlibrary.org/b/id/12312164-L.jpg,title: a pictorial history of the canadian film awards. title: a pictorial history of the canadian film awards. author: maria topalovich. author: maria topalovich. subjects: motion pictures -- canada -- awards  motion pictures -- canada -- plots  themes  etc  genie awards
agriculture canada recipients of merit awards for outstanding contributions to agriculture =,canada. agriculture canada,1984,"english, french","agriculture, awards",https://covers.openlibrary.org/b/id/7077694-L.jpg,title: agriculture canada recipients of merit awards for outstanding contributions to agriculture =. title: agriculture canada recipients of merit awards for outstanding contributions to agriculture =. author: canada. agriculture canada. author: canada. agriculture canada. subjects: agriculture  awards
past to present,institute of electrical and electronics engineers,1984,english,"institute of electrical and electronics engineers, electric engineering -- awards, electronics -- awards",https://covers.openlibrary.org/b/id/12579518-L.jpg,title: past to present. title: past to present. author: institute of electrical and electronics engineers. author: institute of electrical and electronics engineers. subjects: institute of electrical and electronics engineers  electric engineering -- awards  electronics -- awards
the aia gold medal,richard guy wilson,1984,english,architecture -- united states -- history -- 20th century.,https://covers.openlibrary.org/b/id/4947045-L.jpg,title: the aia gold medal. title: the aia gold medal. author: richard guy wilson. author: richard guy wilson. subjects: architecture -- united states -- history -- 20th century.
variety presents,mike kaplan,1984,english,"performing arts (general), performing arts, awards, rewards (prizes, etc.), united states, reference",https://covers.openlibrary.org/b/id/4731715-L.jpg,title: variety presents. title: variety presents. author: mike kaplan. author: mike kaplan. subjects: performing arts (general)  performing arts  awards  rewards (prizes  etc.)  united states  reference
contemporary masters,world print council,1983,english,prints -- 20th century -- awards -- exhibitions,https://covers.openlibrary.org/b/id/4201549-L.jpg,title: contemporary masters. title: contemporary masters. author: world print council. author: world print council. subjects: prints -- 20th century -- awards -- exhibitions
footprints,belle oliver hart-corell,1983,english,"chennault, claire lee, 1893-1958., chennault award for excellence in the basic sciences., united states. air force -- biography., united states air force academy -- alumni and alumnae -- biography., united daughters of the confederacy., united states air force academy -- awards., generals -- united states -- biography.",https://covers.openlibrary.org/b/id/13230877-L.jpg,title: footprints. title: footprints. author: belle oliver hart-corell. author: belle oliver hart-corell. subjects: chennault  claire lee  1893-1958.  chennault award for excellence in the basic sciences.  united states. air force -- biography.  united states air force academy -- alumni and alumnae -- biography.  united daughters of the confederacy.  united states air force academy -- awards.  generals -- united states -- biography.
"magill's cinema annual, 1982 (magill's cinema annual)",frank n. magill,1983,english,"films, cinema, film & video - reference, motion pictures (general), pop arts / pop culture, reference",https://covers.openlibrary.org/b/id/9773970-L.jpg,title: magill's cinema annual  1982 (magill's cinema annual). title: magill's cinema annual  1982 (magill's cinema annual). author: frank n. magill. author: frank n. magill. subjects: films  cinema  film & video - reference  motion pictures (general)  pop arts / pop culture  reference
passive solar architecture in europe 2,ralph m. lebens,1983,english,architecture and solar radiation -- europe -- awards,https://covers.openlibrary.org/b/id/4203764-L.jpg,title: passive solar architecture in europe 2. title: passive solar architecture in europe 2. author: ralph m. lebens. author: ralph m. lebens. subjects: architecture and solar radiation -- europe -- awards
research and theory in developmental psychology,marguerite f. levy,1983,english,"new york state psychological association., developmental psychology., child psychology., psychology -- awards.",https://covers.openlibrary.org/b/id/14365653-L.jpg,title: research and theory in developmental psychology. title: research and theory in developmental psychology. author: marguerite f. levy. author: marguerite f. levy. subjects: new york state psychological association.  developmental psychology.  child psychology.  psychology -- awards.
"seventh presentation of the charles lang freer medal, may 2, 1983.",freer gallery of art,1983,english,"loehr, max., painting, chinese -- song-yuan dynasties, 960-1368., bamboo in art., ink painting, chinese, charles lang freer medal., art, asian -- awards -- united states.",https://covers.openlibrary.org/b/id/7901860-L.jpg,title: seventh presentation of the charles lang freer medal  may 2  1983.. title: seventh presentation of the charles lang freer medal  may 2  1983.. author: freer gallery of art. author: freer gallery of art. subjects: loehr  max.  painting  chinese -- song-yuan dynasties  960-1368.  bamboo in art.  ink painting  chinese  charles lang freer medal.  art  asian -- awards -- united states.
"awards, honors & prizes: united states & canada (awards, honors & prizes: volume 1: u. s. & canada)",paul wasserman,1982,english,"directories, reference",https://covers.openlibrary.org/b/id/5118385-L.jpg,title: awards  honors & prizes: united states & canada (awards  honors & prizes: volume 1: u. s. & canada). title: awards  honors & prizes: united states & canada (awards  honors & prizes: volume 1: u. s. & canada). author: paul wasserman. author: paul wasserman. subjects: directories  reference
filmschauen 1982 =,karl steinorth,1982,"german, english","motion pictures -- awards, motion pictures -- exhibitions",https://covers.openlibrary.org/b/id/5346191-L.jpg,title: filmschauen 1982 =. title: filmschauen 1982 =. author: karl steinorth. author: karl steinorth. subjects: motion pictures -- awards  motion pictures -- exhibitions
variety major u.s. showbusiness awards,mike kaplan,1982,english,performing arts -- awards -- united states.,https://covers.openlibrary.org/b/id/8509894-L.jpg,title: variety major u.s. showbusiness awards. title: variety major u.s. showbusiness awards. author: mike kaplan. author: mike kaplan. subjects: performing arts -- awards -- united states.
winners,claire walter,1982,english,"directories, reference",https://covers.openlibrary.org/b/id/10033178-L.jpg,title: winners. title: winners. author: claire walter. author: claire walter. subjects: directories  reference
a missouri playwrights' anthology,robert e. knittel,1981,english,"american drama -- missouri, american drama -- 20th century, american drama -- missouri -- awards, american drama -- 20th century -- awards",https://covers.openlibrary.org/b/id/1675767-L.jpg,title: a missouri playwrights' anthology. title: a missouri playwrights' anthology. author: robert e. knittel. author: robert e. knittel. subjects: american drama -- missouri  american drama -- 20th century  american drama -- missouri -- awards  american drama -- 20th century -- awards
glaskunst 81,"schmitt, peter m.a.",1981,german,"glass art -- history -- 20th century -- awards -- exhibitions., glassware -- history -- 20th century -- awards -- exhibitions.",https://covers.openlibrary.org/b/id/13103887-L.jpg,title: glaskunst 81. title: glaskunst 81. author: schmitt  peter m.a.. author: schmitt  peter m.a.. subjects: glass art -- history -- 20th century -- awards -- exhibitions.  glassware -- history -- 20th century -- awards -- exhibitions.
the award movies,roy pickard,1980,english,moving-pictures -- awards.,https://covers.openlibrary.org/b/id/4371643-L.jpg,title: the award movies. title: the award movies. author: roy pickard. author: roy pickard. subjects: moving-pictures -- awards.
who won what when,sandra lee stuart,1980,english,"awards., sports records.",https://covers.openlibrary.org/b/id/4417548-L.jpg,title: who won what when. title: who won what when. author: sandra lee stuart. author: sandra lee stuart. subjects: awards.  sports records.
winning low energy building designs,canada. dept. of public works,1980,english,"buildings -- energy conservation., architecture and energy conservation -- awards.",https://covers.openlibrary.org/b/id/8115816-L.jpg,title: winning low energy building designs. title: winning low energy building designs. author: canada. dept. of public works. author: canada. dept. of public works. subjects: buildings -- energy conservation.  architecture and energy conservation -- awards.
the spirit of the city,"cathedral of st. john the divine (new york, n.y.)",1979,english,"voluntarism, awards",https://covers.openlibrary.org/b/id/9970665-L.jpg,title: the spirit of the city. title: the spirit of the city. author: cathedral of st. john the divine (new york  n.y.). author: cathedral of st. john the divine (new york  n.y.). subjects: voluntarism  awards
basil brush gets a medal,peter firmin,1978,english,"foxes -- fiction, moles (animals) -- fiction",https://covers.openlibrary.org/b/id/6689513-L.jpg,title: basil brush gets a medal. title: basil brush gets a medal. author: peter firmin. author: peter firmin. subjects: foxes -- fiction  moles (animals) -- fiction
the national book awards for fiction,joseph f. trimmer,1978,english,"american fiction -- 20th century -- bibliography., american fiction -- 20th century -- awards., national book awards -- bibliography., best books -- united states.",https://covers.openlibrary.org/b/id/4430868-L.jpg,title: the national book awards for fiction. title: the national book awards for fiction. author: joseph f. trimmer. author: joseph f. trimmer. subjects: american fiction -- 20th century -- bibliography.  american fiction -- 20th century -- awards.  national book awards -- bibliography.  best books -- united states.
the reward system in british and american science,jerry gaston,1978,english,"research -- social aspects -- united states., research -- social aspects -- great britain., awards -- united states., awards -- great britain.",https://covers.openlibrary.org/b/id/9748621-L.jpg,title: the reward system in british and american science. title: the reward system in british and american science. author: jerry gaston. author: jerry gaston. subjects: research -- social aspects -- united states.  research -- social aspects -- great britain.  awards -- united states.  awards -- great britain.
nine artists,solomon r. guggenheim museum.,1977,english,"art, american -- 20th century -- exhibitions., art -- awards -- exhibitions.",https://covers.openlibrary.org/b/id/7007032-L.jpg,title: nine artists. title: nine artists. author: solomon r. guggenheim museum.. author: solomon r. guggenheim museum.. subjects: art  american -- 20th century -- exhibitions.  art -- awards -- exhibitions.
"newbery and caldecott medal books, 1966-1975",lee kingman,1975,english,"children's literature, american -- awards, children's literature, american -- illustrations -- awards, illustrated children's books -- united states -- bibliography, children -- books and reading -- united states, caldecott medal -- bibliography, newbery medal -- bibliography, literary prizes -- united states, best books -- united states",https://covers.openlibrary.org/b/id/9485685-L.jpg,title: newbery and caldecott medal books  1966-1975. title: newbery and caldecott medal books  1966-1975. author: lee kingman. author: lee kingman. subjects: children's literature  american -- awards  children's literature  american -- illustrations -- awards  illustrated children's books -- united states -- bibliography  children -- books and reading -- united states  caldecott medal -- bibliography  newbery medal -- bibliography  literary prizes -- united states  best books -- united states
der agon im mythos,ingomar weiler,1974,german,"mythology, greek., awards -- greece.",https://covers.openlibrary.org/b/id/4446674-L.jpg,title: der agon im mythos. title: der agon im mythos. author: ingomar weiler. author: ingomar weiler. subjects: mythology  greek.  awards -- greece.
