title,author,published_year,language,subjects,cover,content
the guinness book of winners,anne marshall,1994,english,"general encyclopaedias, reference works",https://covers.openlibrary.org/b/id/11640517-L.jpg,the guinness book of winners [SEP] anne marshall [SEP] general encyclopaedias  reference works
winning shopping center designs 1994,international council of shopping centers,1994,english,"shopping centers, design and construction, awards",https://covers.openlibrary.org/b/id/12765627-L.jpg,winning shopping center designs 1994 [SEP] international council of shopping centers [SEP] shopping centers  design and construction  awards
winning with promotion power,promotion marketing association of america,1994,english,"sales & marketing, marketing - general, business/economics, careers / job opportunities, sales promotion, advertising & promotion, awards, advertising, marketing, united states",https://covers.openlibrary.org/b/id/1600122-L.jpg,winning with promotion power [SEP] promotion marketing association of america [SEP] sales & marketing  marketing - general  business/economics  careers / job opportunities  sales promotion  advertising & promotion  awards  advertising  marketing  united states
winning with promotion power,dartnell corporation.,1994,english,"sales promotion -- united states., marketing -- united states., advertising -- united states., sales promotion -- awards -- united states.",https://covers.openlibrary.org/b/id/1600123-L.jpg,winning with promotion power [SEP] dartnell corporation. [SEP] sales promotion -- united states.  marketing -- united states.  advertising -- united states.  sales promotion -- awards -- united states.
"a bill to amend the head start act to provide services for younger children and their parents, the comprehensive child development act to extend the authorization of appropriations and the national and community service act of 1990 to provide educational awards for early childhood development teachers, and for other purposes",united states. congress. senate,1993,english,"law and legislation, federal aid to early childhood education, early childhood educators, awards, student aid, head start program (u.s.)",https://covers.openlibrary.org/b/id/11819167-L.jpg,a bill to amend the head start act to provide services for younger children and their parents  the comprehensive child development act to extend the authorization of appropriations and the national and community service act of 1990 to provide educational awards for early childhood development teachers  and for other purposes [SEP] united states. congress. senate [SEP] law and legislation  federal aid to early childhood education  early childhood educators  awards  student aid  head start program (u.s.)
baseball's best,bob italia,1993,english,"baseball players -- biography -- juvenile literature., baseball -- awards -- juvenile literature., baseball -- records -- juvenile literature., baseball -- records., baseball players.",https://covers.openlibrary.org/b/id/8549773-L.jpg,baseball's best [SEP] bob italia [SEP] baseball players -- biography -- juvenile literature.  baseball -- awards -- juvenile literature.  baseball -- records -- juvenile literature.  baseball -- records.  baseball players.
die säule am rande des kontinents,"felipe gonzález, manfred sicking, olaf müller",1993,german,"gonzález, felipe -- awards., karlspreis., spain -- civilization., spain -- politics and government -- 1975-",https://covers.openlibrary.org/b/id/3905133-L.jpg,die säule am rande des kontinents [SEP] felipe gonzález  manfred sicking  olaf müller [SEP] gonzález  felipe -- awards.  karlspreis.  spain -- civilization.  spain -- politics and government -- 1975-
exposition agricole et industrielle de la province de québec,"exposition agricole et industrielle de la province de québec (1877 québec, québec)",1993,french,agricultural exhibitions -- québec (province) -- awards.,https://covers.openlibrary.org/b/id/6955115-L.jpg,exposition agricole et industrielle de la province de québec [SEP] exposition agricole et industrielle de la province de québec (1877 québec  québec) [SEP] agricultural exhibitions -- québec (province) -- awards.
hockey's heroes,bob italia,1993,english,"hockey players -- biography -- juvenile literature, hockey -- history -- juvenile literature, hockey -- awards -- juvenile literature, hockey players",https://covers.openlibrary.org/b/id/11645520-L.jpg,hockey's heroes [SEP] bob italia [SEP] hockey players -- biography -- juvenile literature  hockey -- history -- juvenile literature  hockey -- awards -- juvenile literature  hockey players
les américains et la légion d'honneur,musée de la coopération franco-américaine,1993,french,"légion d'honneur (france) -- exhibitions., american society of the french legion of honor -- exhibitions., united states -- relations -- france -- exhibitions., france -- relations -- united states -- exhibitions.",https://covers.openlibrary.org/b/id/4861631-L.jpg,les américains et la légion d'honneur [SEP] musée de la coopération franco-américaine [SEP] légion d'honneur (france) -- exhibitions.  american society of the french legion of honor -- exhibitions.  united states -- relations -- france -- exhibitions.  france -- relations -- united states -- exhibitions.
onursal doktor olamamanın büyük onuru,aziz nesin,1993,turkish,"nesin, aziz -- political and social views., nesin, aziz -- interviews., technische hochschule darmstadt -- awards.",https://covers.openlibrary.org/b/id/3909547-L.jpg,onursal doktor olamamanın büyük onuru [SEP] aziz nesin [SEP] nesin  aziz -- political and social views.  nesin  aziz -- interviews.  technische hochschule darmstadt -- awards.
oscar cullmann,istituto paolo vi,1993,italian,"awards, new testament scholars, biography",https://covers.openlibrary.org/b/id/10707348-L.jpg,oscar cullmann [SEP] istituto paolo vi [SEP] awards  new testament scholars  biography
personal narratives,southeastern center for contemporary art,1993,english,"photography, artistic -- exhibitions, african american photographers -- exhibitions, women photographers -- united states -- exhibitions",https://covers.openlibrary.org/b/id/4814133-L.jpg,personal narratives [SEP] southeastern center for contemporary art [SEP] photography  artistic -- exhibitions  african american photographers -- exhibitions  women photographers -- united states -- exhibitions
"premio nacional de ciencias y artes, 1991-1992.",consejo nacional para la cultura y las artes (mexico),1993,spanish,"biography -- 20th century -- dictionaries., awards -- mexico., mexico -- biography -- dictionaries.",https://covers.openlibrary.org/b/id/3896573-L.jpg,premio nacional de ciencias y artes  1991-1992. [SEP] consejo nacional para la cultura y las artes (mexico) [SEP] biography -- 20th century -- dictionaries.  awards -- mexico.  mexico -- biography -- dictionaries.
prime-time hits,susan sackett,1993,english,"television programs -- united states -- history., television programs -- united states -- awards.",https://covers.openlibrary.org/b/id/12892366-L.jpg,prime-time hits [SEP] susan sackett [SEP] television programs -- united states -- history.  television programs -- united states -- awards.
print's best illustration & photography,linda silver,1993,english,"commercial art -- awards -- united states -- catalogs, advertising photography -- awards -- united states -- catalogs",https://covers.openlibrary.org/b/id/11011813-L.jpg,print's best illustration & photography [SEP] linda silver [SEP] commercial art -- awards -- united states -- catalogs  advertising photography -- awards -- united states -- catalogs
rock & roll hall of fame induction dinner 1993,rock and roll hall of fame foundation,1993,english,"doors (musical group), sly & the family stone (musical group), rock and roll hall of fame foundation, history and criticism, musicians, awards, rock and roll hall of fame and museum, cream (musical group), rock music, teenagers (musical group), biography, creedence clearwater revival (musical group)",https://covers.openlibrary.org/b/id/9834846-L.jpg,rock & roll hall of fame induction dinner 1993 [SEP] rock and roll hall of fame foundation [SEP] doors (musical group)  sly & the family stone (musical group)  rock and roll hall of fame foundation  history and criticism  musicians  awards  rock and roll hall of fame and museum  cream (musical group)  rock music  teenagers (musical group)  biography  creedence clearwater revival (musical group)
seventh annual governor's pollution prevention awards,illinois. hazardous waste research and information center,1993,english,"environmental responsibility, awards, environmental protection, pollution prevention",https://covers.openlibrary.org/b/id/9910709-L.jpg,seventh annual governor's pollution prevention awards [SEP] illinois. hazardous waste research and information center [SEP] environmental responsibility  awards  environmental protection  pollution prevention
spirit of enterprise,david w. reed,1993,english,"inventions -- awards, science -- awards",https://covers.openlibrary.org/b/id/8284159-L.jpg,spirit of enterprise [SEP] david w. reed [SEP] inventions -- awards  science -- awards
the malcolm baldrige quality award,"united states. congress. house. committee on science, space, and technology. subcommittee on technology, environment, and aviation.",1993,english,"malcolm baldrige national quality award., total quality management -- awards -- united states.",https://covers.openlibrary.org/b/id/4580772-L.jpg,the malcolm baldrige quality award [SEP] united states. congress. house. committee on science  space  and technology. subcommittee on technology  environment  and aviation. [SEP] malcolm baldrige national quality award.  total quality management -- awards -- united states.
the national service trust act of 1993,united states. congress. senate. committee on labor and human resources.,1993,english,"national service -- law and legislation -- united states, volunteers -- legal status, laws, etc. -- united states, volunteer workers in education -- awards -- united states",https://covers.openlibrary.org/b/id/4582777-L.jpg,the national service trust act of 1993 [SEP] united states. congress. senate. committee on labor and human resources. [SEP] national service -- law and legislation -- united states  volunteers -- legal status  laws  etc. -- united states  volunteer workers in education -- awards -- united states
the third prince of wales prize in urban design.,"eduard f. sekler, alexander von hoffman",1993,english,"maki, fumihiko, 1928-  -- awards., snozzi, luigi, 1932-  -- awards., prince of wales prize in urban design., architecture -- awards -- united states.",https://covers.openlibrary.org/b/id/1677743-L.jpg,the third prince of wales prize in urban design. [SEP] eduard f. sekler  alexander von hoffman [SEP] maki  fumihiko  1928- -- awards.  snozzi  luigi  1932- -- awards.  prince of wales prize in urban design.  architecture -- awards -- united states.
twelve schools that succeed,mary ann horenstein,1993,english,"school improvement programs -- united states -- case studies., high schools -- united states -- case studies., educational innovations -- united states -- case studies., school management and organization -- united states -- case studies.",https://covers.openlibrary.org/b/id/9583950-L.jpg,twelve schools that succeed [SEP] mary ann horenstein [SEP] school improvement programs -- united states -- case studies.  high schools -- united states -- case studies.  educational innovations -- united states -- case studies.  school management and organization -- united states -- case studies.
"zhongguo dian ying jin ji jiang, 1981-1992",zhongguo dian ying jia xie hui,1993,"chinese, english","awards, motion pictures, china",https://covers.openlibrary.org/b/id/14260175-L.jpg,zhongguo dian ying jin ji jiang  1981-1992 [SEP] zhongguo dian ying jia xie hui [SEP] awards  motion pictures  china
3-dimensional illustrators awards annual ii,nick greco,1992,english,"illustration & commercial art, commercial art, art, architecture, general, commercial - advertising, reference",https://covers.openlibrary.org/b/id/12152044-L.jpg,3-dimensional illustrators awards annual ii [SEP] nick greco [SEP] illustration & commercial art  commercial art  art  architecture  general  commercial - advertising  reference
architecture for a changing world,james steele,1992,english,"aga khan award for architecture (organization) -- awards, architecture -- awards -- islamic countries, architecture, islamic -- awards",https://covers.openlibrary.org/b/id/4872080-L.jpg,architecture for a changing world [SEP] james steele [SEP] aga khan award for architecture (organization) -- awards  architecture -- awards -- islamic countries  architecture  islamic -- awards
children's book awards international,laura j. smith,1992,english,"children's literature -- awards -- directories., young adult literature -- awards -- directories., children's literature -- illustrations -- awards -- directories., young adult literature -- illustrations -- awards -- directories., book industries and trade -- awards -- directories.",https://covers.openlibrary.org/b/id/8104107-L.jpg,children's book awards international [SEP] laura j. smith [SEP] children's literature -- awards -- directories.  young adult literature -- awards -- directories.  children's literature -- illustrations -- awards -- directories.  young adult literature -- illustrations -- awards -- directories.  book industries and trade -- awards -- directories.
die berliner akademie der wissenschaften,"hartkopf, werner.",1992,german,"akademie der wissenschaften der ddr -- history., akademie der wissenschaften der ddr -- registers.",https://covers.openlibrary.org/b/id/3957297-L.jpg,die berliner akademie der wissenschaften [SEP] hartkopf  werner. [SEP] akademie der wissenschaften der ddr -- history.  akademie der wissenschaften der ddr -- registers.
excellence in direct marketing,direct marketing association (u.s.),1992,english,"direct marketing -- awards., international echo awards.",https://covers.openlibrary.org/b/id/4786882-L.jpg,excellence in direct marketing [SEP] direct marketing association (u.s.) [SEP] direct marketing -- awards.  international echo awards.
massachusetts drug fighters of the year ...,massachusetts. governor's alliance against drugs,1992,english,"awards, drug abuse, periodicals, prevention",https://covers.openlibrary.org/b/id/9574198-L.jpg,massachusetts drug fighters of the year ... [SEP] massachusetts. governor's alliance against drugs [SEP] awards  drug abuse  periodicals  prevention
neues bauen in den alpen,christoph mayr fingerle,1992,"german, italian",architecture -- alps region -- 20th century,https://covers.openlibrary.org/b/id/3959310-L.jpg,neues bauen in den alpen [SEP] christoph mayr fingerle [SEP] architecture -- alps region -- 20th century
print's best typography,linda silver,1992,english,"graphic design (typography) -- awards -- united states., commercial art -- awards -- united states.",https://covers.openlibrary.org/b/id/9706688-L.jpg,print's best typography [SEP] linda silver [SEP] graphic design (typography) -- awards -- united states.  commercial art -- awards -- united states.
rock & roll hall of fame induction dinner 1992,rock and roll hall of fame foundation,1992,english,"booker t. & the mg's (musical group), rock and roll hall of fame foundation, isley brothers, jimi hendrix experience (musical group), sam & dave, musicians, music museums, history and criticism, awards, rock music, yardbirds (musical group), biography",https://covers.openlibrary.org/b/id/9443969-L.jpg,rock & roll hall of fame induction dinner 1992 [SEP] rock and roll hall of fame foundation [SEP] booker t. & the mg's (musical group)  rock and roll hall of fame foundation  isley brothers  jimi hendrix experience (musical group)  sam & dave  musicians  music museums  history and criticism  awards  rock music  yardbirds (musical group)  biography
sixth annual governor's pollution prevention awards,illinois. hazardous waste research and information center,1992,english,"environmental responsibility, awards, environmental protection, pollution prevention",https://covers.openlibrary.org/b/id/9448615-L.jpg,sixth annual governor's pollution prevention awards [SEP] illinois. hazardous waste research and information center [SEP] environmental responsibility  awards  environmental protection  pollution prevention
sporting glory,"victoria and albert museum, london",1992,english,"victoria and albert museum -- catalogs., awards -- england -- london -- exhibitions., sports -- great britain -- awards -- exhibitions.",https://covers.openlibrary.org/b/id/11100458-L.jpg,sporting glory [SEP] victoria and albert museum  london [SEP] victoria and albert museum -- catalogs.  awards -- england -- london -- exhibitions.  sports -- great britain -- awards -- exhibitions.
trial by jury.,"aia chicago, chicago aia",1992,english,architecture -- illinois -- chicago -- awards,https://covers.openlibrary.org/b/id/12743220-L.jpg,trial by jury. [SEP] aia chicago  chicago aia [SEP] architecture -- illinois -- chicago -- awards
youth in asia,"allen, terry",1992,english,"allen, terry, 1943-  -- exhibitions, vietnamese conflict, 1961-1975 -- art and the conflict -- exhibitions, assemblage (art) -- united states -- exhibitions",https://covers.openlibrary.org/b/id/7338925-L.jpg,youth in asia [SEP] allen  terry [SEP] allen  terry  1943- -- exhibitions  vietnamese conflict  1961-1975 -- art and the conflict -- exhibitions  assemblage (art) -- united states -- exhibitions
"50 ans, affiches suisses primées par le département fédéral de l'intérieur, 1941-1990 =",switzerland. eidgenössisches departement des innern,1991,"french, english, german, italian, portuguese","posters, swiss -- 20th century -- catalogs., posters -- awards -- switzerland -- catalogs.",https://covers.openlibrary.org/b/id/8386836-L.jpg,50 ans  affiches suisses primées par le département fédéral de l'intérieur  1941-1990 = [SEP] switzerland. eidgenössisches departement des innern [SEP] posters  swiss -- 20th century -- catalogs.  posters -- awards -- switzerland -- catalogs.
design juries on trial,kathryn h. anthony,1991,english,"architectural design -- evaluation., architectural design -- awards., communication in architectural design., jury -- biography -- history and criticism.",https://covers.openlibrary.org/b/id/4054446-L.jpg,design juries on trial [SEP] kathryn h. anthony [SEP] architectural design -- evaluation.  architectural design -- awards.  communication in architectural design.  jury -- biography -- history and criticism.
"i premi del cinema, 1927-1990",enrico lancia,1991,italian,motion pictures -- awards -- history.,https://covers.openlibrary.org/b/id/3984653-L.jpg,i premi del cinema  1927-1990 [SEP] enrico lancia [SEP] motion pictures -- awards -- history.
"premio nacional de ciencias y artes, 1945-1990",víctor díaz arciniega,1991,spanish,"biography -- 20th century -- dictionaries., awards -- mexico., mexico -- biography -- dictionaries.",https://covers.openlibrary.org/b/id/3921431-L.jpg,premio nacional de ciencias y artes  1945-1990 [SEP] víctor díaz arciniega [SEP] biography -- 20th century -- dictionaries.  awards -- mexico.  mexico -- biography -- dictionaries.
presidential design awards 1992,national endowment for the arts. design arts program,1991,english,"design, awards, architectural design, public buildings, city planning, landscape architecture, industrial design, engineering, graphic arts, interior decoration",https://covers.openlibrary.org/b/id/11911749-L.jpg,presidential design awards 1992 [SEP] national endowment for the arts. design arts program [SEP] design  awards  architectural design  public buildings  city planning  landscape architecture  industrial design  engineering  graphic arts  interior decoration
print's best corporate publications,"linda silver, teresa reese, andrew kner, thomas guarnieri",1991,english,"commercial art -- awards -- united states., corporations -- publishing -- awards -- united states.",https://covers.openlibrary.org/b/id/14401616-L.jpg,print's best corporate publications [SEP] linda silver  teresa reese  andrew kner  thomas guarnieri [SEP] commercial art -- awards -- united states.  corporations -- publishing -- awards -- united states.
rock & roll hall of fame induction dinner 1991,rock and roll hall of fame foundation,1991,english,"byrds (musical group), impressions (musical group), rock and roll hall of fame foundation, history and criticism, ike and tina turner revue, musicians, awards, rock music, biography",https://covers.openlibrary.org/b/id/8339126-L.jpg,rock & roll hall of fame induction dinner 1991 [SEP] rock and roll hall of fame foundation [SEP] byrds (musical group)  impressions (musical group)  rock and roll hall of fame foundation  history and criticism  ike and tina turner revue  musicians  awards  rock music  biography
zhonghua minguo bao yang ling ji.,guo shi guan (china : republic : 1949- ),1991,chinese,"rewards (prizes, etc.) -- china, rewards (prizes, etc.) -- taiwan, china -- history -- republic, 1912-1949 -- biography, china -- biography, taiwan -- history -- 1945-  -- biography, taiwan -- biography",https://covers.openlibrary.org/b/id/5377098-L.jpg,zhonghua minguo bao yang ling ji. [SEP] guo shi guan (china : republic : 1949- ) [SEP] rewards (prizes  etc.) -- china  rewards (prizes  etc.) -- taiwan  china -- history -- republic  1912-1949 -- biography  china -- biography  taiwan -- history -- 1945- -- biography  taiwan -- biography
die plakette der medizinischen fakultät der universität frankfurt am main,werner gross,1990,german,"universität frankfurt am main. -- medizinische fakultät, medicine -- germany -- frankfurt am main -- awards., medicine -- germany -- frankfurt am main -- medals.",https://covers.openlibrary.org/b/id/5427191-L.jpg,die plakette der medizinischen fakultät der universität frankfurt am main [SEP] werner gross [SEP] universität frankfurt am main. -- medizinische fakultät  medicine -- germany -- frankfurt am main -- awards.  medicine -- germany -- frankfurt am main -- medals.
editorial excellence in business press publishing,albert n. greco,1990,english,"business., business writing -- awards.",https://covers.openlibrary.org/b/id/13078471-L.jpg,editorial excellence in business press publishing [SEP] albert n. greco [SEP] business.  business writing -- awards.
innovating america,fred jordan,1990,english,"state governments -- united states -- awards., local government -- united states -- awards.",https://covers.openlibrary.org/b/id/10287147-L.jpg,innovating america [SEP] fred jordan [SEP] state governments -- united states -- awards.  local government -- united states -- awards.
massachusetts black legislative caucus twelfth annual awards fundraiser,"massachusetts black legislative caucus. (12th 1990 april 27 boston, mass.)",1990,english,"massachusetts black legislative caucus, awards, legislative bills, african american legislators",https://covers.openlibrary.org/b/id/9623770-L.jpg,massachusetts black legislative caucus twelfth annual awards fundraiser [SEP] massachusetts black legislative caucus. (12th 1990 april 27 boston  mass.) [SEP] massachusetts black legislative caucus  awards  legislative bills  african american legislators
national honor awards for facility excellence,united states postal service,1990,english,"buildings, post office buildings, design and construction, awards, united states postal service",https://covers.openlibrary.org/b/id/11902214-L.jpg,national honor awards for facility excellence [SEP] united states postal service [SEP] buildings  post office buildings  design and construction  awards  united states postal service
presidential design awards 1988,nicholas backlund,1990,english,"design, awards, architectural design, public buildings, city planning, landscape architecture, industrial design, engineering, graphic arts, interior decoration",https://covers.openlibrary.org/b/id/11911743-L.jpg,presidential design awards 1988 [SEP] nicholas backlund [SEP] design  awards  architectural design  public buildings  city planning  landscape architecture  industrial design  engineering  graphic arts  interior decoration
print's best logos & symbols 2,"tom goss, andrew kner, thomas guarnieri",1990,english,"commercial art -- united states -- awards., logography -- awards., signs and symbols -- united states -- awards.",https://covers.openlibrary.org/b/id/4789009-L.jpg,print's best logos & symbols 2 [SEP] tom goss  andrew kner  thomas guarnieri [SEP] commercial art -- united states -- awards.  logography -- awards.  signs and symbols -- united states -- awards.
rock and roll hall of fame 1990,rock and roll hall of fame foundation,1990,english,"kinks (musical group), platters (musical group), who (musical group), rock and roll hall of fame foundation, simon and garfunkel, history and criticism, musicians, awards, four seasons (musical group), rock music, four tops (musical group), biography",https://covers.openlibrary.org/b/id/9531446-L.jpg,rock and roll hall of fame 1990 [SEP] rock and roll hall of fame foundation [SEP] kinks (musical group)  platters (musical group)  who (musical group)  rock and roll hall of fame foundation  simon and garfunkel  history and criticism  musicians  awards  four seasons (musical group)  rock music  four tops (musical group)  biography
the nobel prize winners.,frank n. magill,1990,english,"chemistry -- awards -- juvenile literature, nobel prizes -- juvenile literature",https://covers.openlibrary.org/b/id/8314233-L.jpg,the nobel prize winners. [SEP] frank n. magill [SEP] chemistry -- awards -- juvenile literature  nobel prizes -- juvenile literature
the words of peace,irwin abrams,1990,english,"peace., peace -- awards., nobel prizes.",https://covers.openlibrary.org/b/id/779076-L.jpg,the words of peace [SEP] irwin abrams [SEP] peace.  peace -- awards.  nobel prizes.
masters of the crafts,"stephen inglis, kristin rothschild",1989,english,"reference, crafts / hobbies",https://covers.openlibrary.org/b/id/8334403-L.jpg,masters of the crafts [SEP] stephen inglis  kristin rothschild [SEP] reference  crafts / hobbies
naturforscher und gestalter der technik,dieter kind,1989,german,"technology -- history., engineering -- awards -- germany., science -- awards -- germany.",https://covers.openlibrary.org/b/id/8386013-L.jpg,naturforscher und gestalter der technik [SEP] dieter kind [SEP] technology -- history.  engineering -- awards -- germany.  science -- awards -- germany.
prizewinning literature,anne strachan,1989,english,"english literature -- 20th century -- bibliography., best books -- great britain., literary prizes -- great britain., english literature -- awards.",https://covers.openlibrary.org/b/id/4041728-L.jpg,prizewinning literature [SEP] anne strachan [SEP] english literature -- 20th century -- bibliography.  best books -- great britain.  literary prizes -- great britain.  english literature -- awards.
the booker book,simon brett,1989,english,"commonwealth fiction (english) -- history and criticism., english fiction -- 20th century -- history and criticism., commonwealth fiction (english) -- awards -- history., english fiction -- 20th century -- awards -- history., booker prize -- history.",https://covers.openlibrary.org/b/id/4041987-L.jpg,the booker book [SEP] simon brett [SEP] commonwealth fiction (english) -- history and criticism.  english fiction -- 20th century -- history and criticism.  commonwealth fiction (english) -- awards -- history.  english fiction -- 20th century -- awards -- history.  booker prize -- history.
the fourth annual induction dinner,rock and roll hall of fame foundation,1989,english,"rolling stones, temptations (musical group), soul stirrers (musical group), history and criticism, rock and roll hall of fame foundation, musicians, awards, rock music, ink spots (musical group), biography",https://covers.openlibrary.org/b/id/8326217-L.jpg,the fourth annual induction dinner [SEP] rock and roll hall of fame foundation [SEP] rolling stones  temptations (musical group)  soul stirrers (musical group)  history and criticism  rock and roll hall of fame foundation  musicians  awards  rock music  ink spots (musical group)  biography
the nasa space medals,evans e. kerrigan,1989,english,"united states. national aeronautics and space administration -- medals., united states. national aeronautics and space administration -- awards., astronautics -- medals -- united states., astronautics -- awards -- united states.",https://covers.openlibrary.org/b/id/13461068-L.jpg,the nasa space medals [SEP] evans e. kerrigan [SEP] united states. national aeronautics and space administration -- medals.  united states. national aeronautics and space administration -- awards.  astronautics -- medals -- united states.  astronautics -- awards -- united states.
training in population,united nations. department of technical cooperation for development,1989,english,"demography -- scholarships, fellowships, etc. -- evaluation., population -- study and teaching., demographers.",https://covers.openlibrary.org/b/id/4046196-L.jpg,training in population [SEP] united nations. department of technical cooperation for development [SEP] demography -- scholarships  fellowships  etc. -- evaluation.  population -- study and teaching.  demographers.
variety's directory of major u.s. show business awards,mike kaplan,1989,english,performing arts -- awards -- united states.,https://covers.openlibrary.org/b/id/13056277-L.jpg,variety's directory of major u.s. show business awards [SEP] mike kaplan [SEP] performing arts -- awards -- united states.
a new brooklyn museum,joan darragh,1988,english,"brooklyn museum, arata isozaki & associates -- awards, james stewart polshek and partners -- awards, art museums -- new york (state) -- new york -- designs and plans, architecture -- new york (state) -- new york -- competitions",https://covers.openlibrary.org/b/id/8168522-L.jpg,a new brooklyn museum [SEP] joan darragh [SEP] brooklyn museum  arata isozaki & associates -- awards  james stewart polshek and partners -- awards  art museums -- new york (state) -- new york -- designs and plans  architecture -- new york (state) -- new york -- competitions
der deutsche jugendliteraturpreis,klaus doderer,1988,german,"young adult literature, german -- awards., young adult literature, german -- history and criticism., german literature -- 20th century -- history and criticism., youth -- books and reading -- germany -- history -- 20th century.",https://covers.openlibrary.org/b/id/4078457-L.jpg,der deutsche jugendliteraturpreis [SEP] klaus doderer [SEP] young adult literature  german -- awards.  young adult literature  german -- history and criticism.  german literature -- 20th century -- history and criticism.  youth -- books and reading -- germany -- history -- 20th century.
"the pulitzer prizes, 1987 (pulitzer prizes)",kendall j. wills,1988,english,"non-classifiable, american journalism, literature - classics / criticism, sociology",https://covers.openlibrary.org/b/id/8284751-L.jpg,the pulitzer prizes  1987 (pulitzer prizes) [SEP] kendall j. wills [SEP] non-classifiable  american journalism  literature - classics / criticism  sociology
the third annual rock & roll hall of fame induction dinner,rock and roll hall of fame foundation,1988,english,"supremes (musical group), beatles, rock and roll hall of fame foundation, history and criticism, beach boys, rock musicians, awards, drifters (musical group), rock music, biography",https://covers.openlibrary.org/b/id/10018469-L.jpg,the third annual rock & roll hall of fame induction dinner [SEP] rock and roll hall of fame foundation [SEP] supremes (musical group)  beatles  rock and roll hall of fame foundation  history and criticism  beach boys  rock musicians  awards  drifters (musical group)  rock music  biography
how to start and promote a safety award program,matthew j. key,1987,english,industrial safety -- awards.,https://covers.openlibrary.org/b/id/1690726-L.jpg,how to start and promote a safety award program [SEP] matthew j. key [SEP] industrial safety -- awards.
leading the way,massachusetts. general court. joint committee on education. special commission on reach and school improvement councils,1987,english,"educational change, school improvement programs, massachusetts, awards",https://covers.openlibrary.org/b/id/9535450-L.jpg,leading the way [SEP] massachusetts. general court. joint committee on education. special commission on reach and school improvement councils [SEP] educational change  school improvement programs  massachusetts  awards
"liste des prix offerts à l'exposition provinciale, agricole & industrielle","exposition agricole et industrielle de la province de québec (1873 montréal, québec)",1987,french,agricultural exhibitions -- québec (province) -- awards.,https://covers.openlibrary.org/b/id/7145682-L.jpg,liste des prix offerts à l'exposition provinciale  agricole & industrielle [SEP] exposition agricole et industrielle de la province de québec (1873 montréal  québec) [SEP] agricultural exhibitions -- québec (province) -- awards.
marks of achievement,david b. warren,1987,english,"silverwork -- united states -- history -- exhibitions., awards -- united states -- exhibitions.",https://covers.openlibrary.org/b/id/8489987-L.jpg,marks of achievement [SEP] david b. warren [SEP] silverwork -- united states -- history -- exhibitions.  awards -- united states -- exhibitions.
"new brunswick society for the encouragement of agriculture, home manufactures, and commerce throughout the province","new brunswick society for the encouragement of agriculture, home manufactures, and commerce throughout the province",1987,english,"new brunswick provincial exhibition (1852 : fredericton, n.b.) -- awards., exhibitions -- new brunswick -- fredericton -- awards.",https://covers.openlibrary.org/b/id/7162388-L.jpg,new brunswick society for the encouragement of agriculture  home manufactures  and commerce throughout the province [SEP] new brunswick society for the encouragement of agriculture  home manufactures  and commerce throughout the province [SEP] new brunswick provincial exhibition (1852 : fredericton  n.b.) -- awards.  exhibitions -- new brunswick -- fredericton -- awards.
spirit of enterprise,david william reed,1987,english,"general, awards, prizes (general), business / economics / finance, awards, inventions, science, business/economics",https://covers.openlibrary.org/b/id/8041947-L.jpg,spirit of enterprise [SEP] david william reed [SEP] general  awards  prizes (general)  business / economics / finance  awards  inventions  science  business/economics
the nobel population 1901-1937,elisabeth t. crawford,1987,english,"nobelstiftelsen -- history., physics -- awards -- history., chemistry -- awards -- history., nobel prizes -- history.",https://covers.openlibrary.org/b/id/4129696-L.jpg,the nobel population 1901-1937 [SEP] elisabeth t. crawford [SEP] nobelstiftelsen -- history.  physics -- awards -- history.  chemistry -- awards -- history.  nobel prizes -- history.
the pulitzer prizes,kendall j. wills,1987,english,"pulitzer prizes, journalism, awards",https://covers.openlibrary.org/b/id/6823771-L.jpg,the pulitzer prizes [SEP] kendall j. wills [SEP] pulitzer prizes  journalism  awards
the second annual rock and roll hall of fame induction dinner,rock and roll hall of fame foundation,1987,english,"rock and roll hall of fame foundation, history and criticism, musicians, awards, rock music, coasters (musical group), biography",https://covers.openlibrary.org/b/id/10004011-L.jpg,the second annual rock and roll hall of fame induction dinner [SEP] rock and roll hall of fame foundation [SEP] rock and roll hall of fame foundation  history and criticism  musicians  awards  rock music  coasters (musical group)  biography
[circulaire],louis perrault & cie.,1986,french,"louis perrault & cie., printers -- quebec (province)., printers -- awards.",https://covers.openlibrary.org/b/id/7145690-L.jpg,[circulaire] [SEP] louis perrault & cie. [SEP] louis perrault & cie.  printers -- quebec (province).  printers -- awards.
exposition scolaire de la province de québec,exposition scolaire (1880 : québec),1986,french,"education -- awards., awards -- québec (province).",https://covers.openlibrary.org/b/id/7102025-L.jpg,exposition scolaire de la province de québec [SEP] exposition scolaire (1880 : québec) [SEP] education -- awards.  awards -- québec (province).
great library promotion ideas ii,"ann h. eastman, evelyn shaevel",1986,english,"library, archive & information management, library public relations, john cotton dana library public relations award, libraries, libraries and community, public relations, united states",https://covers.openlibrary.org/b/id/13067869-L.jpg,great library promotion ideas ii [SEP] ann h. eastman  evelyn shaevel [SEP] library  archive & information management  library public relations  john cotton dana library public relations award  libraries  libraries and community  public relations  united states
